Characteristic Name,Method Speciation,Sample Fraction,Parameter,Region,Guideline Publisher,Guideline Name,Status,Media Name,Freshwater or Marine,Guideline Type,Value,Unit,Notes,Look-up table ,Spec Sheet Url,Last Reviewed,Reviewer
Tetrabromodiphenyl ether,,Total,tetraBDE,"CA,CA-AB",ECCC,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),39,ng/kg dry weight,,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,8/25/2020,MK
Tribromodiphenyl ether,,Total,triBDE,"CA,CA-AB",ECCC,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),44,ng/kg dry weight,,,http://www.ec.gc.ca/ese-ees/05DF7A37-60FF-403F-BB37-0CC697DBD9A3/FEQG_PBDE_EN.pdf,8/25/2020,MK
Iron,,,Iron,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),2,%,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Iron,,,Iron,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),4,%,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Organic carbon,,Total,Total Organic Carbon (TOC),CA-ON,ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),1,%,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Organic carbon,,Total,Total Organic Carbon (TOC),CA-ON,ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),10,%,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Aldrin,,,Aldrin,"CA-ON,CA-AB",ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),0.002,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Aldrin,,,Aldrin,"CA-ON,CA-AB",ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),8,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
.alpha.-Hexachlorocyclohexane,,,alpha-BHC (Hexachlorocyclohexane-alpha),"CA-ON,CA-AB",ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),0.006,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
.alpha.-Hexachlorocyclohexane,,,alpha-BHC (Hexachlorocyclohexane-alpha),"CA-ON,CA-AB",ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),10,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Anthracene,,,Anthracene,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),0.22,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Anthracene,,,Anthracene,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),370,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Arsenic,,Total,Arsenic,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),6,µg/g dry weight,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Arsenic,,Total,Arsenic,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),33,µg/g dry weight,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Benz[a]anthracene,,,Benz[a]anthracene,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),0.32,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Benz[a]anthracene,,,Benz[a]anthracene,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),1480,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Benzo[a]pyrene,,,Benzo(a)pyrene,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),0.37,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Benzo[a]pyrene,,,Benzo(a)pyrene,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),1440,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Benzo[ghi]perylene,,,"Benzo[g,h,i]perylene","CA-ON,CA-BC",ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),0.17,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Benzo[ghi]perylene,,,"Benzo[g,h,i]perylene","CA-ON,CA-BC",ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),320,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Benzo[k]fluoranthene,,,Benzo[k]fluoranthene,"CA-ON,CA-BC",ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),0.24,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Benzo[k]fluoranthene,,,Benzo[k]fluoranthene,"CA-ON,CA-BC",ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),1340,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
.beta.-Hexachlorocyclohexane,,,beta-BHC,"CA-ON,CA-AB",ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),0.005,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
.beta.-Hexachlorocyclohexane,,,beta-BHC,"CA-ON,CA-AB",ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),21,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Cadmium,,,Cadmium,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),0.6,µg/g dry weight,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Cadmium,,,Cadmium,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),10,µg/g dry weight,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Chlordane,,,Chlordane,CA-ON,ON Gov,,Approved,Sediment,Freshwater,"No Effect Level (ON, AB)",0.005,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Chlordane,,,Chlordane,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),0.007,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Chlordane,,,Chlordane,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),8,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Chromium,,Total,Chromium (total),CA-ON,ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),26,µg/g dry weight,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Chromium,,Total,Chromium (total),CA-ON,ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),110,µg/g dry weight,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Chrysene,,,Chrysene,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),0.34,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Chrysene,,,Chrysene,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),460,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Copper,,,Copper,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),16,µg/g dry weight,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
Copper,,,Copper,CA-ON,ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),110,µg/g dry weight,,,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
,,,DDT (total),CA-ON,ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),0.007,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
,,,DDT (total),CA-ON,ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),6,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
"Dibenz[a,h]anthracene",,,"Dibenz[a,h]anthracene",CA-ON,ON Gov,,Approved,Sediment,Freshwater,Threshold Effect Level (CCME)/Lowest Effect Level (ON)/Lower SWQG (BC),0.06,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
"Dibenz[a,h]anthracene",,,"Dibenz[a,h]anthracene",CA-ON,ON Gov,,Approved,Sediment,Freshwater,Probable Effect Level (CCME)/Severe Effect Level (ON)/Upper SWQG (BC),130,µg/g dry weight,"Numbers in PEL column are to be converted to bulk sediment values by multiplying by the actual TOC concentration of the sediments (to a maximum of 10%), e.g. analysis of a sediment sample gave a PCB value of 30 ppm and a TOC of 5%. The value for PCB in the Severe Effects column is first converted to a bulk sediment value for a sediment with 5% TOC by multiplying 530 x 0.05 = 26.5 ppm as the Severe Effect Level guidelines for that sediment. The measured value of 30 ppm is then compared with this bulk sediment value and is found to exceed the guideline",,https://www.itrcweb.org/contseds-bioavailability/References/guide_aquatic_sed93.pdf,,
